frame_id,timestamp,track_id,class,x1,y1,x2,y2,confidence
18,2026-06-06 14:33:50,1,person,859.65,637.35,951.35,719.43,0.8655
19,2026-06-06 14:33:50,1,person,862.50,624.63,952.34,719.61,0.8525
20,2026-06-06 14:33:51,1,person,866.77,611.16,952.88,719.31,0.8712
21,2026-06-06 14:33:51,1,person,870.27,596.21,955.51,719.72,0.8575
22,2026-06-06 14:33:51,1,person,873.05,581.53,958.58,719.90,0.8746
23,2026-06-06 14:33:51,1,person,873.05,567.39,960.69,719.97,0.8839
24,2026-06-06 14:33:51,1,person,873.02,553.94,963.89,720.00,0.8845
25,2026-06-06 14:33:51,1,person,869.97,541.99,965.77,720.01,0.8987
26,2026-06-06 14:33:52,1,person,867.78,530.52,967.00,719.90,0.8952
27,2026-06-06 14:33:52,1,person,870.12,518.08,967.96,710.17,0.8827
28,2026-06-06 14:33:52,1,person,876.50,505.47,967.45,685.87,0.8819
29,2026-06-06 14:33:52,1,person,884.76,493.10,968.70,661.38,0.8813
30,2026-06-06 14:33:52,1,person,891.11,481.82,970.48,652.29,0.8857
31,2026-06-06 14:33:52,1,person,893.88,473.20,972.31,648.64,0.8568
32,2026-06-06 14:33:52,1,person,894.66,463.97,975.34,643.50,0.8180
33,2026-06-06 14:33:53,1,person,895.50,453.95,979.08,630.97,0.8894
34,2026-06-06 14:33:53,1,person,901.28,443.19,983.08,606.83,0.8721
35,2026-06-06 14:33:53,1,person,908.05,433.59,986.68,594.36,0.8756
36,2026-06-06 14:33:53,1,person,908.68,424.92,990.81,591.02,0.8930
37,2026-06-06 14:33:53,1,person,907.72,417.26,992.91,588.77,0.9023
38,2026-06-06 14:33:53,1,person,908.76,408.81,994.54,583.78,0.8842
39,2026-06-06 14:33:54,1,person,916.29,399.88,998.35,566.31,0.8382
40,2026-06-06 14:33:54,1,person,925.56,391.45,1003.18,548.89,0.8742
41,2026-06-06 14:33:54,1,person,929.97,383.16,1007.79,535.09,0.8828
42,2026-06-06 14:33:54,1,person,931.55,376.01,1012.63,532.11,0.8688
43,2026-06-06 14:33:54,1,person,931.63,370.94,1018.62,529.69,0.8761
44,2026-06-06 14:33:55,1,person,935.33,364.12,1024.36,524.17,0.8620
45,2026-06-06 14:33:55,1,person,943.90,357.41,1031.80,508.47,0.8340
46,2026-06-06 14:33:55,1,person,958.15,349.04,1039.60,496.14,0.8768
47,2026-06-06 14:33:55,1,person,971.99,342.32,1048.46,492.73,0.8770
48,2026-06-06 14:33:55,1,person,976.33,337.23,1056.53,491.62,0.8852
49,2026-06-06 14:33:55,1,person,978.51,331.77,1065.30,491.45,0.8917
50,2026-06-06 14:33:56,1,person,984.60,326.45,1071.52,489.52,0.8947
51,2026-06-06 14:33:56,1,person,997.19,318.95,1074.84,476.66,0.8637
52,2026-06-06 14:33:56,1,person,1010.16,311.62,1083.34,464.43,0.8579
53,2026-06-06 14:33:56,1,person,1013.82,304.93,1090.12,452.13,0.8849
54,2026-06-06 14:33:56,1,person,1014.62,299.82,1095.94,449.72,0.8855
55,2026-06-06 14:33:56,1,person,1015.34,296.08,1102.94,448.07,0.8944
56,2026-06-06 14:33:57,1,person,1019.21,292.22,1111.49,445.44,0.8575
57,2026-06-06 14:33:57,1,person,1030.67,286.30,1119.64,433.06,0.8604
58,2026-06-06 14:33:57,1,person,1048.10,278.36,1128.94,425.39,0.8747
59,2026-06-06 14:33:57,1,person,1063.40,274.06,1138.52,422.74,0.8901
60,2026-06-06 14:33:57,1,person,1068.65,270.72,1148.35,421.93,0.8896
61,2026-06-06 14:33:57,1,person,1071.12,268.02,1156.22,421.48,0.8854
62,2026-06-06 14:33:58,1,person,1076.35,264.22,1161.88,420.16,0.8863
63,2026-06-06 14:33:58,1,person,1091.59,258.41,1165.91,409.67,0.8704
64,2026-06-06 14:33:58,1,person,1104.52,252.50,1172.62,400.67,0.8777
65,2026-06-06 14:33:58,1,person,1108.05,247.70,1180.14,390.82,0.8740
66,2026-06-06 14:33:58,1,person,1107.97,243.27,1187.14,388.93,0.8613
67,2026-06-06 14:33:59,1,person,1108.88,238.95,1194.25,387.02,0.8839
68,2026-06-06 14:33:59,1,person,1114.64,235.86,1202.29,383.25,0.8964
69,2026-06-06 14:33:59,1,person,1125.84,232.52,1210.27,372.63,0.8630
70,2026-06-06 14:33:59,1,person,1142.03,227.74,1218.39,367.59,0.8557
71,2026-06-06 14:33:59,1,person,1153.85,223.46,1227.84,366.40,0.8603
72,2026-06-06 14:33:59,1,person,1157.84,220.71,1237.75,366.21,0.8748
73,2026-06-06 14:33:59,1,person,1161.31,217.57,1245.78,365.70,0.8740
74,2026-06-06 14:34:00,1,person,1167.47,213.89,1250.29,363.43,0.8606
75,2026-06-06 14:34:00,1,person,1177.75,187.74,1272.16,354.12,0.8108
76,2026-06-06 14:34:00,1,person,1185.18,178.99,1280.01,346.67,0.8228
77,2026-06-06 14:34:00,1,person,1186.85,175.03,1282.75,339.70,0.8420
78,2026-06-06 14:34:00,1,person,1190.90,173.33,1283.11,336.56,0.8475
79,2026-06-06 14:34:00,1,person,1193.36,174.38,1283.32,334.22,0.7002
80,2026-06-06 14:34:01,1,person,1200.41,177.17,1283.01,330.86,0.7457
81,2026-06-06 14:34:01,1,person,1212.71,175.49,1282.49,322.67,0.8188
82,2026-06-06 14:34:01,1,person,1227.31,174.73,1282.03,320.00,0.7862
83,2026-06-06 14:34:01,1,person,1237.14,179.16,1281.18,318.66,0.6524
84,2026-06-06 14:34:01,1,person,1238.15,181.40,1280.64,318.22,0.7153
85,2026-06-06 14:34:01,1,person,1241.07,183.93,1280.48,317.69,0.6602
86,2026-06-06 14:34:02,1,person,1241.07,183.93,1280.48,317.69,0.6602
87,2026-06-06 14:34:02,1,person,1241.07,183.93,1280.48,317.69,0.6602
88,2026-06-06 14:34:02,1,person,1241.07,183.93,1280.48,317.69,0.6602
89,2026-06-06 14:34:02,1,person,1241.07,183.93,1280.48,317.69,0.6602
90,2026-06-06 14:34:02,1,person,1241.07,183.93,1280.48,317.69,0.6602
91,2026-06-06 14:34:02,1,person,1241.07,183.93,1280.48,317.69,0.6602
92,2026-06-06 14:34:02,1,person,1241.07,183.93,1280.48,317.69,0.6602
93,2026-06-06 14:34:02,1,person,1241.07,183.93,1280.48,317.69,0.6602
94,2026-06-06 14:34:03,1,person,1241.07,183.93,1280.48,317.69,0.6602
95,2026-06-06 14:34:03,1,person,1241.07,183.93,1280.48,317.69,0.6602
96,2026-06-06 14:34:03,1,person,1241.07,183.93,1280.48,317.69,0.6602
97,2026-06-06 14:34:03,1,person,1241.07,183.93,1280.48,317.69,0.6602
98,2026-06-06 14:34:03,1,person,1241.07,183.93,1280.48,317.69,0.6602
99,2026-06-06 14:34:03,1,person,1241.07,183.93,1280.48,317.69,0.6602
100,2026-06-06 14:34:03,1,person,1241.07,183.93,1280.48,317.69,0.6602
101,2026-06-06 14:34:04,1,person,1241.07,183.93,1280.48,317.69,0.6602
102,2026-06-06 14:34:04,1,person,1241.07,183.93,1280.48,317.69,0.6602
103,2026-06-06 14:34:04,1,person,1241.07,183.93,1280.48,317.69,0.6602
104,2026-06-06 14:34:04,1,person,1241.07,183.93,1280.48,317.69,0.6602
105,2026-06-06 14:34:04,1,person,1241.07,183.93,1280.48,317.69,0.6602
106,2026-06-06 14:34:05,1,person,1241.07,183.93,1280.48,317.69,0.6602
107,2026-06-06 14:34:05,1,person,1241.07,183.93,1280.48,317.69,0.6602
108,2026-06-06 14:34:05,1,person,1241.07,183.93,1280.48,317.69,0.6602
109,2026-06-06 14:34:05,1,person,1241.07,183.93,1280.48,317.69,0.6602
110,2026-06-06 14:34:05,1,person,1241.07,183.93,1280.48,317.69,0.6602
111,2026-06-06 14:34:06,1,person,1241.07,183.93,1280.48,317.69,0.6602
112,2026-06-06 14:34:06,1,person,1241.07,183.93,1280.48,317.69,0.6602
113,2026-06-06 14:34:06,1,person,1241.07,183.93,1280.48,317.69,0.6602
114,2026-06-06 14:34:06,1,person,1241.07,183.93,1280.48,317.69,0.6602
115,2026-06-06 14:34:06,1,person,1241.07,183.93,1280.48,317.69,0.6602
188,2026-06-06 14:34:19,2,airplane,179.72,357.53,463.26,713.81,0.5147
189,2026-06-06 14:34:20,2,airplane,187.26,343.46,458.71,714.04,0.6438
190,2026-06-06 14:34:20,2,airplane,187.26,343.46,458.71,714.04,0.6438
191,2026-06-06 14:34:20,2,airplane,199.94,317.47,451.28,696.58,0.4919
192,2026-06-06 14:34:20,2,airplane,204.60,304.99,442.34,678.71,0.6580
193,2026-06-06 14:34:20,2,airplane,209.44,293.15,435.91,659.24,0.8673
194,2026-06-06 14:34:21,2,airplane,211.06,281.06,433.41,641.35,0.6680
195,2026-06-06 14:34:21,2,airplane,210.03,269.93,431.71,622.28,0.5730
196,2026-06-06 14:34:21,2,airplane,210.03,269.93,431.71,622.28,0.5730
197,2026-06-06 14:34:21,2,airplane,210.03,269.93,431.71,622.28,0.5730
198,2026-06-06 14:34:21,2,airplane,210.03,269.93,431.71,622.28,0.5730
199,2026-06-06 14:34:21,2,airplane,210.03,269.93,431.71,622.28,0.5730
200,2026-06-06 14:34:22,2,airplane,171.91,226.58,418.74,546.63,0.5769
201,2026-06-06 14:34:22,2,airplane,171.91,226.58,418.74,546.63,0.5769
202,2026-06-06 14:34:22,2,airplane,153.53,213.79,410.59,518.42,0.8428
203,2026-06-06 14:34:22,2,airplane,153.53,213.79,410.59,518.42,0.8428
204,2026-06-06 14:34:22,2,airplane,153.53,213.79,410.59,518.42,0.8428
205,2026-06-06 14:34:23,2,airplane,117.53,199.76,392.60,482.71,0.5794
206,2026-06-06 14:34:23,2,airplane,117.53,199.76,392.60,482.71,0.5794
207,2026-06-06 14:34:23,2,airplane,90.00,191.81,377.18,461.88,0.5888
208,2026-06-06 14:34:23,2,airplane,74.42,187.82,368.12,453.41,0.9001
209,2026-06-06 14:34:23,2,airplane,60.36,184.70,359.59,444.95,0.9183
210,2026-06-06 14:34:24,2,airplane,44.61,182.62,349.51,438.24,0.9094
211,2026-06-06 14:34:24,2,airplane,30.06,180.97,339.73,429.83,0.8245
212,2026-06-06 14:34:24,2,airplane,14.18,179.58,328.90,423.87,0.8022
213,2026-06-06 14:34:24,2,airplane,1.54,177.69,317.12,417.48,0.8363
214,2026-06-06 14:34:25,2,airplane,-2.71,175.85,306.06,411.47,0.8940
215,2026-06-06 14:34:25,2,airplane,-4.31,174.88,294.43,406.16,0.8942
216,2026-06-06 14:34:25,2,airplane,-4.45,173.81,281.21,401.98,0.9139
217,2026-06-06 14:34:25,2,airplane,-3.61,172.30,268.16,397.93,0.9162
218,2026-06-06 14:34:25,2,airplane,-3.44,171.25,255.11,393.35,0.9200
219,2026-06-06 14:34:26,2,airplane,-3.02,170.31,242.13,389.04,0.9208
220,2026-06-06 14:34:26,2,airplane,-2.46,169.73,228.44,385.07,0.9083
221,2026-06-06 14:34:26,2,airplane,-1.85,169.86,215.02,382.69,0.9046
222,2026-06-06 14:34:26,2,airplane,-1.52,170.69,200.72,380.69,0.8926
223,2026-06-06 14:34:27,2,airplane,-1.22,171.62,187.86,377.73,0.8847
224,2026-06-06 14:34:27,2,airplane,-1.00,172.60,174.07,375.43,0.8851
225,2026-06-06 14:34:27,2,airplane,-0.47,173.92,160.23,373.69,0.8790
226,2026-06-06 14:34:27,2,airplane,-0.22,175.80,146.64,372.91,0.8883
227,2026-06-06 14:34:27,2,airplane,-0.22,178.12,132.67,371.74,0.8863
228,2026-06-06 14:34:28,2,airplane,-0.15,180.28,119.21,370.32,0.8928
229,2026-06-06 14:34:28,2,airplane,-0.06,182.54,105.44,369.65,0.8910
230,2026-06-06 14:34:28,2,airplane,0.19,185.37,91.85,369.41,0.8677
231,2026-06-06 14:34:28,2,airplane,0.16,186.70,78.01,366.56,0.4864
232,2026-06-06 14:34:28,2,airplane,0.16,186.70,78.01,366.56,0.4864
233,2026-06-06 14:34:29,2,airplane,0.16,186.70,78.01,366.56,0.4864
234,2026-06-06 14:34:29,2,airplane,0.16,186.70,78.01,366.56,0.4864
235,2026-06-06 14:34:29,2,airplane,0.16,186.70,78.01,366.56,0.4864
236,2026-06-06 14:34:29,2,airplane,0.16,186.70,78.01,366.56,0.4864
237,2026-06-06 14:34:29,2,airplane,0.16,186.70,78.01,366.56,0.4864
238,2026-06-06 14:34:29,2,airplane,0.16,186.70,78.01,366.56,0.4864
239,2026-06-06 14:34:30,2,airplane,0.16,186.70,78.01,366.56,0.4864
240,2026-06-06 14:34:30,2,airplane,0.16,186.70,78.01,366.56,0.4864
241,2026-06-06 14:34:30,2,airplane,0.16,186.70,78.01,366.56,0.4864
242,2026-06-06 14:34:30,2,airplane,0.16,186.70,78.01,366.56,0.4864
243,2026-06-06 14:34:30,2,airplane,0.16,186.70,78.01,366.56,0.4864
244,2026-06-06 14:34:30,2,airplane,0.16,186.70,78.01,366.56,0.4864
245,2026-06-06 14:34:31,2,airplane,0.16,186.70,78.01,366.56,0.4864
246,2026-06-06 14:34:31,2,airplane,0.16,186.70,78.01,366.56,0.4864
247,2026-06-06 14:34:31,2,airplane,0.16,186.70,78.01,366.56,0.4864
248,2026-06-06 14:34:31,2,airplane,0.16,186.70,78.01,366.56,0.4864
249,2026-06-06 14:34:31,2,airplane,0.16,186.70,78.01,366.56,0.4864
250,2026-06-06 14:34:31,2,airplane,0.16,186.70,78.01,366.56,0.4864
251,2026-06-06 14:34:32,2,airplane,0.16,186.70,78.01,366.56,0.4864
252,2026-06-06 14:34:32,2,airplane,0.16,186.70,78.01,366.56,0.4864
253,2026-06-06 14:34:32,2,airplane,0.16,186.70,78.01,366.56,0.4864
254,2026-06-06 14:34:32,2,airplane,0.16,186.70,78.01,366.56,0.4864
255,2026-06-06 14:34:32,2,airplane,0.16,186.70,78.01,366.56,0.4864
256,2026-06-06 14:34:32,2,airplane,0.16,186.70,78.01,366.56,0.4864
257,2026-06-06 14:34:33,2,airplane,0.16,186.70,78.01,366.56,0.4864
258,2026-06-06 14:34:33,2,airplane,0.16,186.70,78.01,366.56,0.4864
259,2026-06-06 14:34:33,2,airplane,0.16,186.70,78.01,366.56,0.4864
260,2026-06-06 14:34:33,2,airplane,0.16,186.70,78.01,366.56,0.4864
261,2026-06-06 14:34:33,2,airplane,0.16,186.70,78.01,366.56,0.4864
320,2026-06-06 14:34:44,3,bicycle,897.98,28.51,982.97,123.47,0.5583
321,2026-06-06 14:34:45,3,bicycle,902.73,33.09,991.98,128.25,0.4610
322,2026-06-06 14:34:45,3,bicycle,902.73,33.09,991.98,128.25,0.4610
323,2026-06-06 14:34:45,3,bicycle,916.20,45.54,1012.97,137.07,0.6225
324,2026-06-06 14:34:46,3,bicycle,923.21,48.36,1023.00,140.67,0.6510
325,2026-06-06 14:34:46,3,bicycle,930.95,50.73,1035.62,145.19,0.8016
325,2026-06-06 14:34:46,5,person,977.97,6.02,1025.16,87.33,0.5004
326,2026-06-06 14:34:46,3,bicycle,938.67,54.79,1046.77,148.00,0.8053
326,2026-06-06 14:34:46,5,person,984.91,8.69,1035.66,86.97,0.5591
327,2026-06-06 14:34:46,3,bicycle,947.09,58.81,1057.02,150.62,0.8121
327,2026-06-06 14:34:46,5,person,990.21,10.96,1048.02,103.40,0.5920
328,2026-06-06 14:34:47,3,bicycle,954.40,63.45,1069.35,154.17,0.6063
328,2026-06-06 14:34:47,5,person,1005.42,12.95,1060.58,108.12,0.6222
329,2026-06-06 14:34:47,3,bicycle,964.44,67.94,1081.38,158.07,0.5063
329,2026-06-06 14:34:47,5,person,1018.37,14.46,1069.55,113.52,0.6566
330,2026-06-06 14:34:48,3,bicycle,974.31,73.34,1094.52,160.99,0.7221
330,2026-06-06 14:34:48,5,person,1025.89,17.45,1079.53,121.54,0.6777
331,2026-06-06 14:34:48,3,bicycle,984.30,77.30,1108.52,164.47,0.7341
331,2026-06-06 14:34:48,5,person,1035.62,22.30,1090.46,126.31,0.5754
332,2026-06-06 14:34:48,3,bicycle,995.57,79.41,1121.90,166.10,0.6139
332,2026-06-06 14:34:48,5,person,1046.33,25.50,1099.99,124.00,0.6228
333,2026-06-06 14:34:49,3,bicycle,1006.69,84.89,1134.95,167.75,0.5543
333,2026-06-06 14:34:49,5,person,1057.47,28.08,1111.48,133.89,0.6269
334,2026-06-06 14:34:49,3,bicycle,1018.59,87.22,1148.33,169.20,0.7637
334,2026-06-06 14:34:49,5,person,1071.10,29.31,1122.97,136.41,0.5712
335,2026-06-06 14:34:49,3,bicycle,1029.84,89.75,1159.61,170.75,0.7995
335,2026-06-06 14:34:49,5,person,1082.36,30.78,1135.02,144.34,0.6535
336,2026-06-06 14:34:49,3,bicycle,1041.35,93.39,1171.95,172.66,0.8330
336,2026-06-06 14:34:49,5,person,1089.02,34.93,1148.01,145.05,0.5939
337,2026-06-06 14:34:49,3,bicycle,1041.35,93.39,1171.95,172.66,0.8330
337,2026-06-06 14:34:49,5,person,1100.57,38.60,1161.81,139.37,0.5640
338,2026-06-06 14:34:50,3,bicycle,1064.51,96.44,1197.65,175.13,0.8099
338,2026-06-06 14:34:50,5,person,1108.04,39.74,1174.56,144.25,0.6492
339,2026-06-06 14:34:50,3,bicycle,1078.81,100.94,1208.88,176.26,0.7860
339,2026-06-06 14:34:50,5,person,1122.41,39.50,1187.62,148.24,0.5202
340,2026-06-06 14:34:50,3,bicycle,1089.62,98.94,1220.63,177.52,0.8394
340,2026-06-06 14:34:50,5,person,1136.83,47.22,1200.24,140.58,0.5551
341,2026-06-06 14:34:50,3,bicycle,1101.12,101.78,1232.48,177.38,0.8675
341,2026-06-06 14:34:50,5,person,1145.94,47.99,1211.80,151.98,0.7183
342,2026-06-06 14:34:51,3,bicycle,1113.86,102.44,1244.06,178.69,0.8141
342,2026-06-06 14:34:51,5,person,1158.65,48.33,1222.50,152.93,0.6045
343,2026-06-06 14:34:51,3,bicycle,1126.15,103.36,1254.84,179.94,0.8213
343,2026-06-06 14:34:51,5,person,1172.49,48.48,1232.28,157.29,0.6542
344,2026-06-06 14:34:51,3,bicycle,1138.24,104.91,1265.42,180.10,0.8173
344,2026-06-06 14:34:51,5,person,1181.76,49.15,1245.66,161.29,0.7086
